human	chicken
ENSG00000118363	ENSGALG00000019036
ENSG00000162852	ENSGALG00000010649
ENSG00000242259	ENSGALG00000023833
ENSG00000103707	ENSGALG00000007353
ENSG00000127125	ENSGALG00000004882
ENSG00000256525	ENSGALG00000003520
ENSG00000108578	ENSGALG00000004259
ENSG00000106034	ENSGALG00000009002
ENSG00000176102	ENSGALG00000011685
ENSG00000052749	ENSGALG00000007603
ENSG00000174579	ENSGALG00000001213
ENSG00000114446	ENSGALG00000015356
ENSG00000134779	ENSGALG00000026547
ENSG00000182004	ENSGALG00000000137
ENSG00000100348	ENSGALG00000012532
ENSG00000254685	ENSGALG00000026958
ENSG00000165525	ENSGALG00000012263
ENSG00000182093	ENSGALG00000016070
ENSG00000166971	ENSGALG00000003620
ENSG00000139233	ENSGALG00000019358
ENSG00000146857	ENSGALG00000011722
ENSG00000121931	ENSGALG00000000106
ENSG00000186166	ENSGALG00000007689
ENSG00000169372	ENSGALG00000011297
ENSG00000031691	ENSGALG00000016692
ENSG00000143947	ENSGALG00000008125
ENSG00000145365	ENSGALG00000012076
ENSG00000119878	ENSGALG00000010014
ENSG00000207797	ENSGALG00000018285
ENSG00000136152	ENSGALG00000016980
ENSG00000027001	ENSGALG00000017118
ENSG00000166546	ENSGALG00000005266
ENSG00000111832	ENSGALG00000014953
ENSG00000153485	ENSGALG00000017387
ENSG00000198171	ENSGALG00000016003
ENSG00000065548	ENSGALG00000002670
ENSG00000184898	ENSGALG00000012479
ENSG00000105676	ENSGALG00000003024
ENSG00000070010	ENSGALG00000001593
ENSG00000141665	ENSGALG00000013720
ENSG00000065427	ENSGALG00000000907
ENSG00000147437	ENSGALG00000000277
ENSG00000140259	ENSGALG00000028295
ENSG00000154889	ENSGALG00000013794
ENSG00000128789	ENSGALG00000013863
ENSG00000056050	ENSGALG00000009668
ENSG00000161999	ENSGALG00000028590
ENSG00000163479	ENSGALG00000000764
ENSG00000181991	ENSGALG00000006777
ENSG00000156502	ENSGALG00000004197
ENSG00000148290	ENSGALG00000003187
ENSG00000148057	ENSGALG00000012583
ENSG00000102904	ENSGALG00000001533
ENSG00000100632	ENSGALG00000017384
ENSG00000146476	ENSGALG00000026322
ENSG00000116668	ENSGALG00000005117
ENSG00000199158	ENSGALG00000026336
ENSG00000068878	ENSGALG00000008163
ENSG00000124641	ENSGALG00000003474
ENSG00000100982	ENSGALG00000023547
ENSG00000152332	ENSGALG00000002734
ENSG00000101596	ENSGALG00000014811
ENSG00000089101	ENSGALG00000008416
ENSG00000169764	ENSGALG00000008855
ENSG00000124787	ENSGALG00000012807
ENSG00000188487	ENSGALG00000006059
ENSG00000133636	ENSGALG00000027192
ENSG00000083535	ENSGALG00000016929
ENSG00000181982	ENSGALG00000014391
ENSG00000101346	ENSGALG00000006594
ENSG00000145782	ENSGALG00000002345
ENSG00000161048	ENSGALG00000008285
ENSG00000146457	ENSGALG00000011660
ENSG00000145734	ENSGALG00000002439
ENSG00000167526	ENSGALG00000006179
ENSG00000164610	ENSGALG00000019605
ENSG00000170871	ENSGALG00000015538
ENSG00000144381	ENSGALG00000008094
ENSG00000088325	ENSGALG00000006267
ENSG00000137563	ENSGALG00000015503
ENSG00000125454	ENSGALG00000008011
ENSG00000157895	ENSGALG00000006965
ENSG00000179021	ENSGALG00000015402
ENSG00000009765	ENSGALG00000012392
ENSG00000092853	ENSGALG00000002346
ENSG00000164073	ENSGALG00000010199
ENSG00000106028	ENSGALG00000012876
ENSG00000095380	ENSGALG00000015320
ENSG00000170903	ENSGALG00000017177
ENSG00000168802	ENSGALG00000000632
ENSG00000186197	ENSGALG00000014369
ENSG00000137513	ENSGALG00000017262
ENSG00000196655	ENSGALG00000007707
ENSG00000101220	ENSGALG00000027725
ENSG00000007376	ENSGALG00000005315
ENSG00000136897	ENSGALG00000015543
ENSG00000120948	ENSGALG00000002906
ENSG00000188971	ENSGALG00000025953
ENSG00000112159	ENSGALG00000015733
ENSG00000129195	ENSGALG00000006048
ENSG00000187736	ENSGALG00000011335
ENSG00000120925	ENSGALG00000015386
ENSG00000207795	ENSGALG00000018245
ENSG00000134452	ENSGALG00000008162
ENSG00000129128	ENSGALG00000010839
ENSG00000124688	ENSGALG00000027871
ENSG00000183624	ENSGALG00000005897
ENSG00000116824	ENSGALG00000015463
ENSG00000161011	ENSGALG00000005906
ENSG00000011260	ENSGALG00000002985
ENSG00000122335	ENSGALG00000013732
ENSG00000125449	ENSGALG00000007961
ENSG00000116922	ENSGALG00000021645
ENSG00000207990	ENSGALG00000027474
ENSG00000119285	ENSGALG00000000258
ENSG00000203727	ENSGALG00000028420
ENSG00000096996	ENSGALG00000027301
ENSG00000106025	ENSGALG00000009029
ENSG00000186193	ENSGALG00000009060
ENSG00000198901	ENSGALG00000012836
ENSG00000183765	ENSGALG00000005695
ENSG00000007312	ENSGALG00000000251
ENSG00000160193	ENSGALG00000016187
ENSG00000256053	ENSGALG00000011526
ENSG00000188807	ENSGALG00000002527
ENSG00000208017	ENSGALG00000018261
ENSG00000048405	ENSGALG00000028694
ENSG00000163811	ENSGALG00000008989
ENSG00000170191	ENSGALG00000023188
ENSG00000110700	ENSGALG00000006096
ENSG00000164347	ENSGALG00000014939
ENSG00000061987	ENSGALG00000009795
ENSG00000179889	ENSGALG00000002796
ENSG00000131495	ENSGALG00000000842
ENSG00000164764	ENSGALG00000015634
ENSG00000108406	ENSGALG00000005126
ENSG00000132382	ENSGALG00000001363
ENSG00000156831	ENSGALG00000019420
ENSG00000108294	ENSGALG00000001597
ENSG00000201264	ENSGALG00000024609
ENSG00000212283	ENSGALG00000025284
ENSG00000087263	ENSGALG00000003071
ENSG00000115761	ENSGALG00000016445
ENSG00000152520	ENSGALG00000017092
ENSG00000179152	ENSGALG00000011498
ENSG00000068383	ENSGALG00000010493
ENSG00000127318	ENSGALG00000009904
ENSG00000164123	ENSGALG00000023453
ENSG00000134480	ENSGALG00000015641
ENSG00000146007	ENSGALG00000000766
ENSG00000205423	ENSGALG00000021247
ENSG00000102390	ENSGALG00000028306
ENSG00000095906	ENSGALG00000002316
ENSG00000105778	ENSGALG00000012205
ENSG00000150773	ENSGALG00000007885
ENSG00000100364	ENSGALG00000014226
ENSG00000125864	ENSGALG00000008735
ENSG00000102125	ENSGALG00000027098
ENSG00000162366	ENSGALG00000010473
ENSG00000184602	ENSGALG00000028876
ENSG00000091986	ENSGALG00000015193
ENSG00000107789	ENSGALG00000003695
ENSG00000101361	ENSGALG00000014498
ENSG00000085511	ENSGALG00000020003
ENSG00000164645	ENSGALG00000005938
ENSG00000153066	ENSGALG00000003154
ENSG00000110536	ENSGALG00000008091
ENSG00000174442	ENSGALG00000007736
ENSG00000172269	ENSGALG00000000285
ENSG00000125037	ENSGALG00000003738
ENSG00000196743	ENSGALG00000027534
ENSG00000111445	ENSGALG00000026517
ENSG00000198925	ENSGALG00000011649
ENSG00000196865	ENSGALG00000008946
ENSG00000113812	ENSGALG00000005385
ENSG00000155761	ENSGALG00000014779
ENSG00000165724	ENSGALG00000008798
ENSG00000127586	ENSGALG00000005308
ENSG00000135900	ENSGALG00000003067
ENSG00000100578	ENSGALG00000012025
ENSG00000100024	ENSGALG00000006627
ENSG00000104218	ENSGALG00000015539
ENSG00000100219	ENSGALG00000005796
ENSG00000180190	ENSGALG00000016356
ENSG00000120705	ENSGALG00000002262
ENSG00000125977	ENSGALG00000002045
ENSG00000106263	ENSGALG00000004269
ENSG00000198938	ENSGALG00000018367
ENSG00000165802	ENSGALG00000008681
ENSG00000230989	ENSGALG00000005500
ENSG00000198851	ENSGALG00000007416
ENSG00000227345	ENSGALG00000002117
ENSG00000155659	ENSGALG00000020326
ENSG00000186184	ENSGALG00000007470
ENSG00000147813	ENSGALG00000016133
ENSG00000161654	ENSGALG00000027542
ENSG00000138738	ENSGALG00000011963
ENSG00000128191	ENSGALG00000002076
ENSG00000161610	ENSGALG00000011485
ENSG00000181408	ENSGALG00000001626
ENSG00000140398	ENSGALG00000001586
ENSG00000198858	ENSGALG00000001998
ENSG00000244045	ENSGALG00000023757
ENSG00000144560	ENSGALG00000004937
ENSG00000172530	ENSGALG00000005872
ENSG00000051523	ENSGALG00000026172
ENSG00000206053	ENSGALG00000009346
ENSG00000074416	ENSGALG00000005990
ENSG00000164587	ENSGALG00000004588
ENSG00000151893	ENSGALG00000009314
ENSG00000039600	ENSGALG00000003723
ENSG00000165714	ENSGALG00000013461
ENSG00000163683	ENSGALG00000014321
ENSG00000072840	ENSGALG00000015037
ENSG00000160226	ENSGALG00000006539
ENSG00000137947	ENSGALG00000006205
ENSG00000135709	ENSGALG00000025938
ENSG00000122218	ENSGALG00000009153
ENSG00000180902	ENSGALG00000006347
ENSG00000188827	ENSGALG00000007644
ENSG00000109854	ENSGALG00000002581
ENSG00000079459	ENSGALG00000016665
ENSG00000129596	ENSGALG00000002358
ENSG00000148688	ENSGALG00000006486
ENSG00000176248	ENSGALG00000008625
ENSG00000106244	ENSGALG00000004698
ENSG00000107223	ENSGALG00000009008
ENSG00000182173	ENSGALG00000008041
ENSG00000129235	ENSGALG00000027950
ENSG00000148399	ENSGALG00000008750
ENSG00000124227	ENSGALG00000007624
ENSG00000111300	ENSGALG00000004780
ENSG00000013375	ENSGALG00000015854
ENSG00000109445	ENSGALG00000009868
ENSG00000108561	ENSGALG00000001654
ENSG00000153107	ENSGALG00000008254
ENSG00000132541	ENSGALG00000018595
ENSG00000042429	ENSGALG00000017218
ENSG00000140992	ENSGALG00000006418
ENSG00000140521	ENSGALG00000006641
ENSG00000107937	ENSGALG00000006703
ENSG00000125821	ENSGALG00000008808
ENSG00000109182	ENSGALG00000014080
ENSG00000196943	ENSGALG00000028109
ENSG00000176853	ENSGALG00000016354
ENSG00000119723	ENSGALG00000010197
ENSG00000124541	ENSGALG00000028056
ENSG00000117592	ENSGALG00000003053
ENSG00000173728	ENSGALG00000020032
ENSG00000066651	ENSGALG00000014831
ENSG00000132623	ENSGALG00000008996
ENSG00000133104	ENSGALG00000017053
ENSG00000089063	ENSGALG00000000171
ENSG00000124370	ENSGALG00000003913
ENSG00000113569	ENSGALG00000003688
ENSG00000074266	ENSGALG00000014060
ENSG00000214941	ENSGALG00000023686
ENSG00000239112	ENSGALG00000025681
ENSG00000133112	ENSGALG00000028872
ENSG00000151773	ENSGALG00000016968
ENSG00000127580	ENSGALG00000002450
ENSG00000166292	ENSGALG00000026465
ENSG00000182853	ENSGALG00000017172
ENSG00000109083	ENSGALG00000005707
ENSG00000134440	ENSGALG00000003087
ENSG00000033030	ENSGALG00000004486
ENSG00000164961	ENSGALG00000016317
ENSG00000136003	ENSGALG00000004869
ENSG00000185347	ENSGALG00000027492
ENSG00000162959	ENSGALG00000010624
ENSG00000155542	ENSGALG00000014719
ENSG00000101407	ENSGALG00000006791
ENSG00000185917	ENSGALG00000016024
ENSG00000101868	ENSGALG00000016312
ENSG00000146350	ENSGALG00000014876
ENSG00000115970	ENSGALG00000009932
ENSG00000163328	ENSGALG00000014209
ENSG00000215845	ENSGALG00000015468
ENSG00000173818	ENSGALG00000006963
ENSG00000108733	ENSGALG00000002151
ENSG00000249961	ENSGALG00000005214
ENSG00000118492	ENSGALG00000012317
ENSG00000198000	ENSGALG00000004750
ENSG00000244607	ENSGALG00000005303
ENSG00000165416	ENSGALG00000016946
ENSG00000150456	ENSGALG00000017133
ENSG00000110497	ENSGALG00000008358
ENSG00000178605	ENSGALG00000016717
ENSG00000132763	ENSGALG00000010234
ENSG00000149313	ENSGALG00000027981
ENSG00000120280	ENSGALG00000016286
ENSG00000184162	ENSGALG00000027375
ENSG00000165060	ENSGALG00000015108
ENSG00000155115	ENSGALG00000015044
ENSG00000120333	ENSGALG00000026803
ENSG00000136937	ENSGALG00000002087
ENSG00000059573	ENSGALG00000010522
ENSG00000137154	ENSGALG00000015082
ENSG00000184924	ENSGALG00000016610
ENSG00000168653	ENSGALG00000003625
ENSG00000083799	ENSGALG00000003753
ENSG00000088682	ENSGALG00000001184
ENSG00000167280	ENSGALG00000011816
ENSG00000178741	ENSGALG00000014121
ENSG00000243696	ENSGALG00000001709
ENSG00000114388	ENSGALG00000002131
ENSG00000116205	ENSGALG00000010749
ENSG00000198765	ENSGALG00000002511
ENSG00000151665	ENSGALG00000020057
ENSG00000140718	ENSGALG00000003591
ENSG00000105875	ENSGALG00000011724
ENSG00000114391	ENSGALG00000015339
ENSG00000121895	ENSGALG00000024490
ENSG00000103275	ENSGALG00000006428
ENSG00000064102	ENSGALG00000014083
ENSG00000011114	ENSGALG00000010848
ENSG00000124479	ENSGALG00000016222
ENSG00000197415	ENSGALG00000009682
ENSG00000198836	ENSGALG00000007150
ENSG00000178252	ENSGALG00000006936
ENSG00000027697	ENSGALG00000013865
ENSG00000151135	ENSGALG00000012640
ENSG00000101193	ENSGALG00000005700
ENSG00000123178	ENSGALG00000017010
ENSG00000141034	ENSGALG00000004929
ENSG00000165490	ENSGALG00000000071
ENSG00000171490	ENSGALG00000002873
ENSG00000201998	ENSGALG00000017862
ENSG00000100029	ENSGALG00000007778
ENSG00000148985	ENSGALG00000027762
ENSG00000107815	ENSGALG00000017627
ENSG00000086289	ENSGALG00000012069
ENSG00000155974	ENSGALG00000009895
ENSG00000173706	ENSGALG00000011813
ENSG00000128581	ENSGALG00000021653
ENSG00000198242	ENSGALG00000003966
ENSG00000137413	ENSGALG00000003498
ENSG00000113905	ENSGALG00000008646
ENSG00000135093	ENSGALG00000004983
ENSG00000167113	ENSGALG00000004927
ENSG00000095713	ENSGALG00000017378
ENSG00000103091	ENSGALG00000002798
ENSG00000120533	ENSGALG00000019438
ENSG00000138293	ENSGALG00000002066
ENSG00000207695	ENSGALG00000018259
ENSG00000072609	ENSGALG00000002180
ENSG00000122741	ENSGALG00000005390
ENSG00000180530	ENSGALG00000015681
ENSG00000143183	ENSGALG00000002716
ENSG00000213088	ENSGALG00000027054
ENSG00000131871	ENSGALG00000007162
ENSG00000135249	ENSGALG00000008123
ENSG00000185024	ENSGALG00000011705
ENSG00000089091	ENSGALG00000008731
ENSG00000065600	ENSGALG00000009822
ENSG00000198840	ENSGALG00000018366
ENSG00000116667	ENSGALG00000020922
ENSG00000109323	ENSGALG00000012308
ENSG00000149179	ENSGALG00000008255
ENSG00000164325	ENSGALG00000015021
ENSG00000109066	ENSGALG00000007747
ENSG00000127554	ENSGALG00000005579
ENSG00000079134	ENSGALG00000014915
ENSG00000138430	ENSGALG00000009325
ENSG00000200182	ENSGALG00000017787
ENSG00000091651	ENSGALG00000004342
ENSG00000113522	ENSGALG00000006794
ENSG00000110583	ENSGALG00000013483
ENSG00000122862	ENSGALG00000004167
ENSG00000162927	ENSGALG00000007835
ENSG00000146701	ENSGALG00000001949
ENSG00000197889	ENSGALG00000000451
ENSG00000160688	ENSGALG00000027700
ENSG00000153975	ENSGALG00000014940
ENSG00000108506	ENSGALG00000005269
ENSG00000162396	ENSGALG00000010789
ENSG00000148291	ENSGALG00000003181
ENSG00000207262	ENSGALG00000025351
ENSG00000167302	ENSGALG00000006883
ENSG00000196544	ENSGALG00000028145
ENSG00000167088	ENSGALG00000011842
ENSG00000231738	ENSGALG00000027103
ENSG00000129083	ENSGALG00000006015
ENSG00000157916	ENSGALG00000021683
ENSG00000171148	ENSGALG00000006688
ENSG00000163682	ENSGALG00000000150
ENSG00000238961	ENSGALG00000025649
ENSG00000182512	ENSGALG00000011079
ENSG00000144182	ENSGALG00000016758
ENSG00000138180	ENSGALG00000006639
ENSG00000213551	ENSGALG00000002701
ENSG00000134444	ENSGALG00000012898
ENSG00000179071	ENSGALG00000014070
ENSG00000105072	ENSGALG00000021883
ENSG00000062716	ENSGALG00000005160
ENSG00000115286	ENSGALG00000009703
ENSG00000120159	ENSGALG00000001765
ENSG00000148153	ENSGALG00000020528
ENSG00000153574	ENSGALG00000015960
ENSG00000132963	ENSGALG00000017090
ENSG00000104044	ENSGALG00000016740
ENSG00000206680	ENSGALG00000017873
ENSG00000188312	ENSGALG00000004687
ENSG00000167792	ENSGALG00000026732
ENSG00000118579	ENSGALG00000007138
ENSG00000185681	ENSGALG00000001352
ENSG00000187741	ENSGALG00000000516
ENSG00000235162	ENSGALG00000026311
ENSG00000144468	ENSGALG00000004957
ENSG00000203666	ENSGALG00000028017
ENSG00000047249	ENSGALG00000013621
ENSG00000185055	ENSGALG00000027028
ENSG00000242485	ENSGALG00000001542
ENSG00000154582	ENSGALG00000015646
ENSG00000122970	ENSGALG00000003854
ENSG00000133983	ENSGALG00000020449
ENSG00000165244	ENSGALG00000012629
ENSG00000111615	ENSGALG00000010227
ENSG00000217930	ENSGALG00000025981
ENSG00000143793	ENSGALG00000026648
ENSG00000205133	ENSGALG00000015927
ENSG00000120438	ENSGALG00000011637
ENSG00000136942	ENSGALG00000001039
ENSG00000196367	ENSGALG00000003596
ENSG00000211460	ENSGALG00000011652
ENSG00000162408	ENSGALG00000028958
ENSG00000204822	ENSGALG00000027917
ENSG00000241553	ENSGALG00000006691
ENSG00000184719	ENSGALG00000003612
ENSG00000000460	ENSGALG00000003368
ENSG00000088930	ENSGALG00000008372
ENSG00000170088	ENSGALG00000009528
ENSG00000136819	ENSGALG00000004152
ENSG00000183621	ENSGALG00000007266
ENSG00000136521	ENSGALG00000009076
ENSG00000150776	ENSGALG00000007882
ENSG00000163344	ENSGALG00000027194
ENSG00000107882	ENSGALG00000008096
ENSG00000076650	ENSGALG00000004839
ENSG00000161036	ENSGALG00000001852
ENSG00000177888	ENSGALG00000002305
ENSG00000136449	ENSGALG00000007661
ENSG00000139350	ENSGALG00000011479
ENSG00000100410	ENSGALG00000011953
ENSG00000100350	ENSGALG00000012530
ENSG00000118600	ENSGALG00000009815
ENSG00000189129	ENSGALG00000024441
ENSG00000023318	ENSGALG00000013452
ENSG00000183036	ENSGALG00000022819
ENSG00000179562	ENSGALG00000013502
ENSG00000132780	ENSGALG00000010255
ENSG00000179115	ENSGALG00000025990
ENSG00000103671	ENSGALG00000021491
ENSG00000080189	ENSGALG00000020939
ENSG00000008988	ENSGALG00000014432
ENSG00000184524	ENSGALG00000005159
ENSG00000090534	ENSGALG00000025876
ENSG00000018699	ENSGALG00000010538
ENSG00000058600	ENSGALG00000007008
ENSG00000215183	ENSGALG00000028118
ENSG00000041357	ENSGALG00000003046
ENSG00000117614	ENSGALG00000013639
ENSG00000180758	ENSGALG00000002473
ENSG00000124795	ENSGALG00000012684
ENSG00000156110	ENSGALG00000005057
ENSG00000177556	ENSGALG00000004176
ENSG00000004766	ENSGALG00000009500
ENSG00000198146	ENSGALG00000009817
ENSG00000168685	ENSGALG00000013372
ENSG00000166181	ENSGALG00000007977
ENSG00000124160	ENSGALG00000007009
ENSG00000141452	ENSGALG00000015011
ENSG00000168081	ENSGALG00000016620
ENSG00000241258	ENSGALG00000002587
ENSG00000157259	ENSGALG00000009399
ENSG00000164241	ENSGALG00000028135
ENSG00000160563	ENSGALG00000003683
ENSG00000060069	ENSGALG00000012653
ENSG00000197980	ENSGALG00000023531
ENSG00000203985	ENSGALG00000020647
ENSG00000205323	ENSGALG00000014636
ENSG00000136560	ENSGALG00000011131
ENSG00000174231	ENSGALG00000002943
ENSG00000033170	ENSGALG00000008078
ENSG00000163755	ENSGALG00000010437
ENSG00000165480	ENSGALG00000017128
ENSG00000175606	ENSGALG00000015647
ENSG00000113597	ENSGALG00000014767
ENSG00000133640	ENSGALG00000011002
ENSG00000214087	ENSGALG00000007198
ENSG00000106305	ENSGALG00000003400
ENSG00000087494	ENSGALG00000017295
ENSG00000054148	ENSGALG00000021242
ENSG00000199177	ENSGALG00000018339
ENSG00000100427	ENSGALG00000008560
ENSG00000109771	ENSGALG00000010604
ENSG00000163535	ENSGALG00000008157
ENSG00000137869	ENSGALG00000013294
ENSG00000157224	ENSGALG00000009038
ENSG00000152348	ENSGALG00000027714
ENSG00000130363	ENSGALG00000013750
ENSG00000120526	ENSGALG00000016106
ENSG00000187783	ENSGALG00000026808
ENSG00000205060	ENSGALG00000008463
ENSG00000265706	ENSGALG00000027343
ENSG00000115446	ENSGALG00000016753
ENSG00000091542	ENSGALG00000004978
ENSG00000157303	ENSGALG00000025886
ENSG00000188647	ENSGALG00000015113
ENSG00000186326	ENSGALG00000004675
ENSG00000115750	ENSGALG00000016437
ENSG00000114646	ENSGALG00000028443
ENSG00000103599	ENSGALG00000007909
ENSG00000116903	ENSGALG00000011070
ENSG00000106538	ENSGALG00000004909
ENSG00000038274	ENSGALG00000001750
ENSG00000215906	ENSGALG00000026658
ENSG00000054983	ENSGALG00000010593
ENSG00000132768	ENSGALG00000010089
ENSG00000175216	ENSGALG00000008325
ENSG00000109680	ENSGALG00000014359
ENSG00000134986	ENSGALG00000027891
ENSG00000159197	ENSGALG00000016009
ENSG00000139372	ENSGALG00000012722
ENSG00000183891	ENSGALG00000016476
ENSG00000076242	ENSGALG00000012060
ENSG00000252945	ENSGALG00000017808
ENSG00000086848	ENSGALG00000021174
ENSG00000171169	ENSGALG00000027734
ENSG00000128039	ENSGALG00000013804
ENSG00000183354	ENSGALG00000015050
ENSG00000170946	ENSGALG00000012130
ENSG00000008226	ENSGALG00000005826
ENSG00000084674	ENSGALG00000016491
ENSG00000119689	ENSGALG00000010286
ENSG00000179133	ENSGALG00000007851
ENSG00000125459	ENSGALG00000019794
ENSG00000143107	ENSGALG00000001983
ENSG00000103351	ENSGALG00000013395
ENSG00000175073	ENSGALG00000015524
ENSG00000164983	ENSGALG00000016339
ENSG00000102794	ENSGALG00000016919
ENSG00000130300	ENSGALG00000026147
ENSG00000212907	ENSGALG00000021719
ENSG00000182600	ENSGALG00000024411
ENSG00000117525	ENSGALG00000005619
ENSG00000120334	ENSGALG00000026825
ENSG00000120215	ENSGALG00000019756
ENSG00000176971	ENSGALG00000023904
ENSG00000070761	ENSGALG00000000898
ENSG00000152382	ENSGALG00000003064
ENSG00000165650	ENSGALG00000029095
ENSG00000138380	ENSGALG00000008474
ENSG00000165669	ENSGALG00000009307
ENSG00000176919	ENSGALG00000024004
ENSG00000128694	ENSGALG00000002384
ENSG00000119711	ENSGALG00000010211
ENSG00000159210	ENSGALG00000001309
ENSG00000094975	ENSGALG00000003081
ENSG00000138785	ENSGALG00000010575
ENSG00000143256	ENSGALG00000026374
ENSG00000115268	ENSGALG00000015195
ENSG00000139146	ENSGALG00000012946
ENSG00000101132	ENSGALG00000007792
ENSG00000198026	ENSGALG00000006902
ENSG00000198398	ENSGALG00000026953
ENSG00000178105	ENSGALG00000017156
ENSG00000165118	ENSGALG00000012589
ENSG00000214435	ENSGALG00000008133
ENSG00000138688	ENSGALG00000011869
ENSG00000154767	ENSGALG00000006357
ENSG00000156469	ENSGALG00000015993
ENSG00000151320	ENSGALG00000009995
ENSG00000077713	ENSGALG00000008682
ENSG00000187609	ENSGALG00000008959
ENSG00000173421	ENSGALG00000022644
ENSG00000153446	ENSGALG00000002075
ENSG00000079246	ENSGALG00000011492
ENSG00000156521	ENSGALG00000020997
ENSG00000050165	ENSGALG00000005551
ENSG00000087884	ENSGALG00000027073
ENSG00000175203	ENSGALG00000029062
ENSG00000173769	ENSGALG00000028090
ENSG00000114654	ENSGALG00000005024
ENSG00000136159	ENSGALG00000016994
ENSG00000120029	ENSGALG00000007658
ENSG00000184661	ENSGALG00000000272
ENSG00000114405	ENSGALG00000007182
ENSG00000241127	ENSGALG00000012306
ENSG00000152582	ENSGALG00000023552
ENSG00000065154	ENSGALG00000000054
ENSG00000141378	ENSGALG00000005150
ENSG00000214367	ENSGALG00000021198
ENSG00000006114	ENSGALG00000005468
ENSG00000150403	ENSGALG00000016824
ENSG00000173545	ENSGALG00000022938
ENSG00000186714	ENSGALG00000012103
ENSG00000136908	ENSGALG00000005066
ENSG00000176386	ENSGALG00000026095
ENSG00000167264	ENSGALG00000003407
ENSG00000168228	ENSGALG00000014379
ENSG00000151332	ENSGALG00000010096
ENSG00000166435	ENSGALG00000017310
ENSG00000167094	ENSGALG00000004992
ENSG00000184752	ENSGALG00000011325
ENSG00000132406	ENSGALG00000014992
ENSG00000150540	ENSGALG00000012377
ENSG00000115282	ENSGALG00000026165
ENSG00000178982	ENSGALG00000028112
ENSG00000159110	ENSGALG00000015938
ENSG00000152558	ENSGALG00000017185
ENSG00000113838	ENSGALG00000006566
ENSG00000116212	ENSGALG00000010743
ENSG00000172568	ENSGALG00000019145
ENSG00000113558	ENSGALG00000006474
ENSG00000168411	ENSGALG00000002755
ENSG00000145191	ENSGALG00000008376
ENSG00000011426	ENSGALG00000012104
ENSG00000157657	ENSGALG00000008886
ENSG00000119943	ENSGALG00000007014
ENSG00000082898	ENSGALG00000004377
ENSG00000177483	ENSGALG00000003836
ENSG00000198912	ENSGALG00000000975
ENSG00000106355	ENSGALG00000012209
ENSG00000196284	ENSGALG00000016705
ENSG00000146802	ENSGALG00000009443
ENSG00000150764	ENSGALG00000007929
ENSG00000164106	ENSGALG00000010755
ENSG00000187147	ENSGALG00000010109
ENSG00000152266	ENSGALG00000005358
ENSG00000165355	ENSGALG00000010192
ENSG00000138073	ENSGALG00000028747
ENSG00000110955	ENSGALG00000022539
ENSG00000113811	ENSGALG00000005391
ENSG00000238741	ENSGALG00000025666
ENSG00000173705	ENSGALG00000011973
ENSG00000143294	ENSGALG00000013243
ENSG00000178307	ENSGALG00000004749
ENSG00000101000	ENSGALG00000006547
ENSG00000134265	ENSGALG00000013932
ENSG00000137818	ENSGALG00000016172
ENSG00000165494	ENSGALG00000017249
ENSG00000125485	ENSGALG00000003534
ENSG00000184863	ENSGALG00000006372
ENSG00000146085	ENSGALG00000016697
ENSG00000013374	ENSGALG00000006181
ENSG00000169696	ENSGALG00000002889
ENSG00000149554	ENSGALG00000000970
ENSG00000005810	ENSGALG00000016915
ENSG00000011295	ENSGALG00000004416
ENSG00000205643	ENSGALG00000028840
ENSG00000119760	ENSGALG00000010048
ENSG00000157330	ENSGALG00000004102
ENSG00000207794	ENSGALG00000021721
ENSG00000145495	ENSGALG00000013021
ENSG00000160752	ENSGALG00000028880
ENSG00000147669	ENSGALG00000019444
ENSG00000104671	ENSGALG00000010298
ENSG00000185627	ENSGALG00000004219
ENSG00000165506	ENSGALG00000012232
ENSG00000100075	ENSGALG00000001240
ENSG00000129696	ENSGALG00000001651
ENSG00000198576	ENSGALG00000016154
ENSG00000064692	ENSGALG00000005330
ENSG00000221611	ENSGALG00000025556
ENSG00000143727	ENSGALG00000016363
ENSG00000139173	ENSGALG00000009596
ENSG00000120725	ENSGALG00000002457
ENSG00000175287	ENSGALG00000004565
ENSG00000186409	ENSGALG00000004878
ENSG00000165929	ENSGALG00000010738
ENSG00000119737	ENSGALG00000008165
ENSG00000153551	ENSGALG00000011488
ENSG00000119147	ENSGALG00000016800
ENSG00000164081	ENSGALG00000003832
ENSG00000116285	ENSGALG00000000535
ENSG00000146433	ENSGALG00000013737
ENSG00000068654	ENSGALG00000015765
ENSG00000099956	ENSGALG00000005983
ENSG00000207618	ENSGALG00000021791
ENSG00000178149	ENSGALG00000006928
ENSG00000100138	ENSGALG00000011931
ENSG00000177058	ENSGALG00000014712
ENSG00000166960	ENSGALG00000019484
ENSG00000167173	ENSGALG00000027805
ENSG00000162688	ENSGALG00000005407
ENSG00000183691	ENSGALG00000003114
ENSG00000130638	ENSGALG00000014234
ENSG00000100532	ENSGALG00000012206
ENSG00000127666	ENSGALG00000026850
ENSG00000196422	ENSGALG00000002489
ENSG00000160593	ENSGALG00000024072
ENSG00000160049	ENSGALG00000002820
ENSG00000135070	ENSGALG00000012606
ENSG00000197498	ENSGALG00000015043
ENSG00000075399	ENSGALG00000023468
ENSG00000199004	ENSGALG00000021733
ENSG00000170471	ENSGALG00000001420
ENSG00000213699	ENSGALG00000016589
